Ref_file	Query_file	ANI	Align_fraction_ref	Align_fraction_query	Ref_name	Query_name
GCF_003892345.1	part25.bin.27	98.40	71.25	87.01	NZ_RRUE01000001.1 Lautropia dentalis strain KCOM 2505 KCOM2505_1, whole genome shotgun sequence	part25.bin.27.fa_NODE_643_length_17329_cov_5.070626
GCA_000564995.1	part25.bin.28	95.65	85.10	88.65	JDFH01000001.1 Atopobium sp. ICM42b ctg7180000004937, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_018376005.1	part25.bin.28	95.60	70.10	64.37	JAHACE010000008.1 MAG: Atopobium sp. isolate L3_069_073G1_dasL3_069_073G1_maxbin2.maxbin.025sta_sub L3_069_073G1_scaffold_1003, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_015258785.1	part25.bin.28	95.04	83.41	83.18	JABZHP010000100.1 MAG: Atopobium sp. isolate JCVI_38_bin.20 NODE_100_length_2804_cov_4.952695, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_015259035.1	part25.bin.28	94.95	88.27	62.71	JABZHC010000010.1 MAG: Atopobium sp. isolate JCVI_17_bin.2 NODE_10_length_25690_cov_6.187600, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_023300185.1	part25.bin.28	94.94	83.16	90.38	CP097092.1 MAG: Lancefieldella parvula isolate JCVI-JB-Lp32 chromosome, complete genome	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_015259045.1	part25.bin.28	94.90	80.91	72.10	JABZHD010000100.1 MAG: Atopobium sp. isolate JCVI_18_bin.1 NODE_100_length_4724_cov_1.646362, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_015259105.1	part25.bin.28	94.84	81.50	77.38	JABZGZ010000100.1 MAG: Atopobium sp. isolate JCVI_13_bin.3 NODE_100_length_3477_cov_3.979706, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_900555335.1	part25.bin.28	94.73	84.42	66.96	USKU01000001.1 uncultured Atopobium sp. isolate UMGS1817 genome assembly, contig: NODE_266_length_57989_cov_6.479011, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_916438885.1	part25.bin.28	94.56	88.78	80.40	CAKAGG010000001.1 TPA_asm: uncultured Atopobium sp. isolate DRR214962_bin.14_metaWRAP_v1.1_MAG genome assembly, contig: BNJV01002112, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_015258715.1	part25.bin.28	94.28	84.71	85.24	JABZHR010000010.1 MAG: Atopobium sp. isolate JCVI_43_bin.6 NODE_10_length_36605_cov_13.308038, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_916720015.1	part25.bin.28	94.25	82.46	62.21	CAKAPZ010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235667_bin.17_metaWRAP_v1.1_MAG genome assembly, contig: NODE_333_length_31945_cov_9.037943, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_916715765.1	part25.bin.28	94.08	87.35	72.56	CAKAPG010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235649_bin.3_metaWRAP_v1.1_MAG genome assembly, contig: NODE_6_length_176965_cov_19.471827, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_916720465.1	part25.bin.28	93.01	73.91	50.47	CAKARF010000001.1 TPA_asm: uncultured Atopobium sp. isolate SRR15235658_bin.20_metaWRAP_v1.1_MAG genome assembly, contig: NODE_227_length_40640_cov_13.286214, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_916438965.1	part25.bin.28	92.14	76.38	76.60	CAKAGI010000001.1 TPA_asm: uncultured Atopobium sp. isolate DRR214959_bin.32_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01002245, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_902373375.1	part25.bin.28	90.09	63.16	54.10	CABKMA010000001.1 uncultured Atopobium sp. isolate MGYG-HGUT-01267 genome assembly, contig: NODE_99_length_67062_cov_12.7619, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_022732885.1	part25.bin.28	89.98	66.26	64.73	JAIJTS010000020.1 MAG: Atopobium sp. isolate Map_83_010 contig_100_101, whole genome shotgun sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCF_000024225.1	part25.bin.28	89.05	59.69	61.65	NC_013203.1 Lancefieldella parvulum DSM 20469, complete sequence	part25.bin.28.fa_NODE_2_length_231564_cov_28.621267
GCA_900551535.1	part31.bin.1	96.98	79.84	67.67	URWJ01000001.1 uncultured Granulicatella sp. isolate UMGS1414 genome assembly, contig: NODE_253_length_32666_cov_5.985036, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_916049935.1	part31.bin.1	94.77	76.80	48.94	CAJZJI010000001.1 TPA_asm: uncultured Streptococcus sp. isolate ERR2764930_bin.5_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674141.147, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_916050055.1	part31.bin.1	94.72	78.71	55.66	CAJZJY010000001.1 TPA_asm: uncultured Streptococcus sp. isolate ERR2764926_bin.1_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674082.51, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_018364485.1	part31.bin.1	94.71	79.23	75.34	JAGZLX010000052.1 Granulicatella adiacens isolate L3_114_123G1_dasL3_114_123G1_concoct_11_sub L3_114_123G1_scaffold_1010, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_001058355.1	part31.bin.1	94.66	73.26	76.02	JUUF01000001.1 Carnobacterium maltaromaticum strain 757_CMAL 0_1290_54594, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_015264885.1	part31.bin.1	94.53	76.01	56.47	JABZYY010000100.1 MAG: Streptococcus sp. isolate JCVI_44_bin.7 NODE_100_length_4052_cov_5.160503, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCF_001071995.1	part31.bin.1	94.45	74.27	76.76	NZ_JVNU01000004.1 Streptococcus sp. 263_SSPC 652_2439_748721_335_,29_,400+, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_934193545.1	part31.bin.1	93.98	81.79	69.99	CAKPVL010000001.1 MAG: uncultured Granulicatella sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_K_24_1920.75 genome assembly, contig: Hadza_MoBio_hadza-E-H_K_24_1920__NODE_347_length_139670_cov_14.007135, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_905371865.1	part31.bin.1	89.84	35.43	32.15	CAJPNA010000001.1 uncultured Carnobacterium sp. isolate SRR9217391-mag-bin.7 genome assembly, contig: SRR9217391-mag-bin.7_230, whole genome shotgun sequence	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCA_025150565.1	part31.bin.1	89.27	40.51	45.65	CP102283.1 Granulicatella adiacens ATCC 49175 chromosome, complete genome	part31.bin.1.fa_NODE_13_length_79487_cov_32.915437
GCF_000785515.1	part31.bin.12	95.69	77.92	76.08	NZ_CP009913.1 Streptococcus salivarius strain NCTC 8618 chromosome, complete genome	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCF_009738225.1	part31.bin.12	94.40	72.43	78.92	NZ_CP018187.1 Streptococcus salivarius strain ICDC2 chromosome, complete genome	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCA_003521145.1	part31.bin.12	93.74	73.15	54.73	DOTL01000066.1 MAG TPA_asm: Streptococcus sp. isolate UBA11282 contig_1001, whole genome shotgun sequence	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCF_000188295.1	part31.bin.12	91.11	67.32	56.23	NZ_GL831112.1 Streptococcus vestibularis ATCC 49124 SCAFFOLD1, whole genome shotgun sequence	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCA_010604095.1	part31.bin.12	90.08	57.63	53.82	JAABLG010000001.1 Streptococcus vestibularis strain AS012761 AS012761_1, whole genome shotgun sequence	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCA_934229725.1	part31.bin.12	89.47	58.81	53.72	CAKQDX010000001.1 MAG: uncultured Streptococcus sp. isolate REFINED_METABAT215_TOP10_CONTIGS_1500_ASSEMBLY_K77_MERGED__Hadza_MoBio_hadza-E-H_H_4_2261.8 genome assembly, contig: Hadza_MoBio_hadza-E-H_H_4_2261__NODE_8_length_312810_cov_16.596739, whole genome shotgun sequence	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCF_010120595.1	part31.bin.12	88.94	47.85	44.87	NZ_CP038020.1 Streptococcus thermophilus strain ATCC 19258 chromosome, complete genome	part31.bin.12.fa_NODE_6_length_104647_cov_41.452080
GCF_000420505.1	part31.bin.6	98.90	76.14	91.21	NZ_ATVB01000001.1 Alloscardovia omnicolens DSM 21503 G464DRAFT_scaffold00001.1_C, whole genome shotgun sequence	part31.bin.6.fa_NODE_129_length_24878_cov_4.614591
GCF_000160075.2	part31.bin.7	96.02	86.95	91.41	NZ_KI535340.1 Abiotrophia defectiva ATCC 49176 Scfld0, whole genome shotgun sequence	part31.bin.7.fa_NODE_1_length_284201_cov_13.607698
GCF_001815865.1	part31.bin.7	94.17	81.00	84.19	NZ_KV822186.1 Abiotrophia sp. HMSC24B09 Scaffold103, whole genome shotgun sequence	part31.bin.7.fa_NODE_1_length_284201_cov_13.607698
GCF_006385805.1	part31.bin.9	95.60	68.45	81.46	NZ_VFSG01000001.1 Streptococcus xiaochunlingii strain E24 Scaffold1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_019930045.1	part31.bin.9	94.54	52.67	70.17	NZ_JAHZQQ010000001.1 Streptococcus australis strain KO69 Saustralis_KO69_NinaOddballs_Sia_NO_1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_902363395.1	part31.bin.9	94.08	58.30	71.59	CABIZZ010000001.1 Streptococcaceae bacterium isolate MGYG-HGUT-00114 genome assembly, contig: .20298_3_25.1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_004166885.1	part31.bin.9	93.81	60.00	72.48	NZ_RCYU01000001.1 Streptococcus sp. bf_0095 Scaffold_0001, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000186465.1	part31.bin.9	93.50	54.49	70.81	NZ_GL636091.1 Streptococcus australis ATCC 700641 SCAFFOLD1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_902836505.1	part31.bin.9	93.00	54.08	47.54	CADFQU010000001.1 TPA_asm: Streptococcaceae bacterium isolate MGYG-HGUT-04748 genome assembly, contig: NODE_960_length_22389_cov_5.703546, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_015553625.1	part31.bin.9	92.93	54.53	67.15	NZ_JADNGY010000010.1 Streptococcus australis strain D40t1_170626_G7 NODE_10_length_80741_cov_28.857, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_003943615.1	part31.bin.9	91.60	56.36	64.62	NZ_RJPZ01000001.1 Streptococcus australis strain G1 D8785_contig001, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000479335.1	part31.bin.9	91.38	53.23	64.71	NC_022584.1 Streptococcus ilei, complete sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_004785935.1	part31.bin.9	90.58	41.57	54.78	NZ_SRRP01000001.1 Streptococcus rubneri strain DSM 26920 contig1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000314795.2	part31.bin.9	87.48	16.42	22.35	NZ_KB373314.1 Streptococcus sp. F0442 supercont1.1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_009717815.1	part31.bin.9	87.15	15.17	19.51	NZ_WMZH01000010.1 Streptococcus parasanguinis strain BIOML-A3 scaffold10_size1816, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_001813675.1	part31.bin.9	87.14	14.19	18.71	NZ_KV813650.1 Streptococcus sp. HMSC078D09 Scaffold2, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_023109675.1	part31.bin.9	86.51	13.53	18.19	NZ_JALDUR010000010.1 Streptococcus parasanguinis strain S32 NODE_10_length_77293_cov_155.289500, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_001074805.1	part31.bin.9	86.36	14.21	18.90	NZ_JUPI01000001.1 Streptococcus parasanguinis strain 886_SPAR 0_1858_62616, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_018499505.1	part31.bin.9	86.29	14.45	16.25	NZ_JAHDAC010000015.1 Streptococcus parasanguinis strain P430801 KS26.ct_NODE_156_length_3813_cov_4495.14_ID_42930, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_018365265.1	part31.bin.9	86.28	13.65	17.61	JAGZKI010000072.1 Streptococcus parasanguinis isolate L3_133_029G1_dasL3_133_029G1_maxbin2.maxbin.008sta_sub L3_133_029G1_scaffold_1028, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_008727815.1	part31.bin.9	86.25	14.07	18.31	NZ_CP044230.1 Streptococcus sp. LPB0220 chromosome, complete genome	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000180035.1	part31.bin.9	86.20	15.03	18.80	NZ_AEKM01000016.1 Streptococcus parasanguinis F0405 ctg1126926831355, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_024295625.1	part31.bin.9	86.11	14.90	19.06	NZ_JANCOJ010000001.1 Streptococcus sp. CF8_St5-11 CF8.St5.11_1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_016648925.1	part31.bin.9	86.08	15.31	19.64	NZ_JACLQX010000001.1 Streptococcus parasanguinis strain 1.1 SB3740_S30_contig_1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000448565.1	part31.bin.9	86.08	12.23	17.41	NZ_CM002128.1 Streptococcus sp. HSISM1 chromosome, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000963275.1	part31.bin.9	86.07	14.47	18.52	NZ_JYOW01000001.1 Streptococcus parasanguinis strain MGH413 TZ97_contig000001, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_019929185.1	part31.bin.9	86.01	14.24	18.04	NZ_JAHZPC010000001.1 Streptococcus parasanguinis strain SK148 Sparasanguinis_SK148_DanaHsu_Sia_YES_1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_016648855.1	part31.bin.9	85.88	14.81	19.29	NZ_JACLQU010000001.1 Streptococcus parasanguinis strain 6.1 SB3743_S33_contig_1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000187505.1	part31.bin.9	85.87	14.42	18.75	NZ_GL732449.1 Streptococcus parasanguinis ATCC 903 SCAFFOLD1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_943193075.1	part31.bin.9	85.69	14.38	18.16	NZ_CALPCT010000001.1 Streptococcus sp. DSM 110150 isolate Streptococcus_sp_nov_DSM110150 NODE_1_length_176179_cov_45.772331, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_905188195.1	part31.bin.9	85.64	15.05	18.51	CAJJKY010000001.1 TPA_asm: Streptococcus parasanguinis isolate SRR413738-bin.5 genome assembly, contig: NODE_11_length_258081_cov_12.938033, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000507765.1	part31.bin.9	85.55	13.93	18.61	NZ_KI669401.1 Streptococcus parasanguinis CC87K addUc-supercont1.1, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_001073155.1	part31.bin.9	85.51	12.47	16.13	NZ_JVEE01000003.1 Streptococcus parasanguinis strain 512_SPAR 103_64490_928507, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_001813295.1	part31.bin.9	85.48	13.60	18.53	NZ_KV811999.1 Streptococcus sp. HMSC072G04 Scaffold0, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCF_000164675.2	part31.bin.9	85.43	13.12	17.24	NC_015678.1 Streptococcus parasanguinis ATCC 15912, complete sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_018377375.1	part31.bin.9	85.27	13.64	16.00	JAGZZN010000008.1 Streptococcus parasanguinis isolate L3_060_000G1_dasL3_060_000G1_metabat.metabat.86_sub L3_060_000G1_scaffold_1002, whole genome shotgun sequence	part31.bin.9.fa_NODE_5_length_105158_cov_21.063994
GCA_015256775.1	part6.bin.10	97.17	60.54	88.78	JABZLM010000040.1 MAG: Solobacterium sp. isolate JCVI_23_bin.4 NODE_1071_length_13431_cov_9.245739, whole genome shotgun sequence	part6.bin.10.fa_NODE_285_length_26822_cov_6.893526
GCA_900554555.1	part6.bin.10	94.87	64.22	56.24	USIC01000001.1 uncultured Solobacterium sp. isolate UMGS1737 genome assembly, contig: NODE_2118_length_17077_cov_3.972059, whole genome shotgun sequence	part6.bin.10.fa_NODE_285_length_26822_cov_6.893526
GCA_015256455.1	part6.bin.10	91.18	43.28	58.39	JABZMB010000005.1 MAG: Solobacterium sp. isolate JCVI_44_bin.31 NODE_103_length_54155_cov_25.834270, whole genome shotgun sequence	part6.bin.10.fa_NODE_285_length_26822_cov_6.893526
GCF_000425005.1	part6.bin.10	91.17	33.81	63.96	NZ_AUKY01000001.1 Solobacterium moorei DSM 22971 H345DRAFT_scaffold00001.1_C, whole genome shotgun sequence	part6.bin.10.fa_NODE_285_length_26822_cov_6.893526
GCA_927911475.1	part6.bin.10	91.15	40.81	51.95	CAKMPP010000001.1 TPA_asm: uncultured Solobacterium sp. isolate ERR3827267_bin.6_metaWRAP_v1.1_MAG genome assembly, contig: ERZ4768125.373, whole genome shotgun sequence	part6.bin.10.fa_NODE_285_length_26822_cov_6.893526
GCA_013333295.2	part6.bin.11	97.12	61.95	76.47	JABCPD020000001.1 MAG: candidate division SR1 bacterium isolate T-B-F_MAG_00004 ORAL_O-T_MAG_00004-c_000000002323, whole genome shotgun sequence	part6.bin.11.fa_NODE_437_length_22840_cov_12.936230
GCA_916049765.1	part6.bin.13	97.69	88.35	85.43	CAJZIX010000001.1 TPA_asm: uncultured bacterium isolate ERR2764819_bin.2_metaWRAP_v1.1_MAG genome assembly, contig: ERZ1674299.3, whole genome shotgun sequence	part6.bin.13.fa_NODE_2_length_221987_cov_28.222262
GCA_916439065.1	part6.bin.19	97.77	60.48	83.11	CAKAGD010000001.1 TPA_asm: uncultured Catonella sp. isolate DRR214959_bin.5_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000515, whole genome shotgun sequence	part6.bin.19.fa_NODE_192_length_31259_cov_5.733047
GCF_016651435.1	part6.bin.19	91.61	16.45	23.34	NZ_JAEPRJ010000001.1 Catonella massiliensis strain Marseille-Q4567 NODE_1_length_3119400_cov_41.702389, whole genome shotgun sequence	part6.bin.19.fa_NODE_192_length_31259_cov_5.733047
GCA_916438995.1	part6.bin.19	90.50	14.36	22.04	CAKAGA010000001.1 TPA_asm: uncultured Catonella sp. isolate DRR214959_bin.14_metaWRAP_v1.1_MAG genome assembly, contig: BNJS01000551, whole genome shotgun sequence	part6.bin.19.fa_NODE_192_length_31259_cov_5.733047
GCA_015259125.1	part6.bin.28	97.15	88.00	93.44	JABZGR010000051.1 MAG: Alloprevotella tannerae isolate JCVI_34_bin.1 NODE_1039_length_7061_cov_19.091921, whole genome shotgun sequence	part6.bin.28.fa_NODE_15_length_75697_cov_10.073398
GCF_000159995.1	part6.bin.28	94.77	70.79	83.70	NZ_GG700647.1 Alloprevotella tannerae ATCC 51259 Scfld5, whole genome shotgun sequence	part6.bin.28.fa_NODE_15_length_75697_cov_10.073398
GCA_015259305.1	part6.bin.28	94.41	76.48	72.05	JABZGO010000100.1 MAG: Alloprevotella tannerae isolate JCVI_16_bin.13 NODE_100_length_6776_cov_2.787666, whole genome shotgun sequence	part6.bin.28.fa_NODE_15_length_75697_cov_10.073398
GCA_905372515.1	part6.bin.43	88.27	27.57	28.78	CAJPPJ010000001.1 uncultured Clostridiales bacterium isolate SRR9217414-mag-bin.7 genome assembly, contig: SRR9217414-mag-bin.7_201, whole genome shotgun sequence	part6.bin.43.fa_NODE_211_length_30150_cov_5.883070
GCF_900187995.1	part6.bin.6	97.53	46.19	72.56	NZ_FZNZ01000087.1 Prevotella jejuni strain DSM 26989, whole genome shotgun sequence	part6.bin.6.fa_NODE_67_length_48061_cov_32.397305
GCF_000144405.1	part6.bin.6	87.55	11.66	15.92	NC_014370.1 Prevotella melaninogenica ATCC 25845 chromosome I, complete sequence	part6.bin.6.fa_NODE_67_length_48061_cov_32.397305
GCF_018127925.1	part6.bin.6	86.80	11.29	16.34	NZ_CP072348.1 Prevotella melaninogenica strain F0516 chromosome 1, complete sequence	part6.bin.6.fa_NODE_67_length_48061_cov_32.397305
GCF_009728485.1	part6.bin.8	97.55	68.33	93.43	NZ_VVIQ01000010.1 Prevotella vespertina strain A2879 NODE_10_length_95728_cov_94.495633, whole genome shotgun sequence	part6.bin.8.fa_NODE_20_length_69557_cov_11.533423
GCF_000377625.1	part6.bin.8	93.23	50.76	70.08	NZ_KB898325.1 Prevotella veroralis DSM 19559 = JCM 6290 strain DSM 19559 D464DRAFT_scaffold00001.1, whole genome shotgun sequence	part6.bin.8.fa_NODE_20_length_69557_cov_11.533423
